consent,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check,industry,role_seniority,org_size,work_hours,ai_task_percentage,role_tenure,age_group,country,gender,industry_other,role_seniority_other
yes,employed_full_time,yes_daily,6,2,6,6,5,5,1,5,4,4,4,2,5,5,8,8,7,depends_same,4,4,4,4,4,It hasn't it has helped me be quicker with certain tasks,Give me more time,pass,finance_banking_insurance,manager_team_leader,1000_4999,40_49,1_10,more_than_10_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,7,1,7,7,7,7,1,7,6,7,7,1,7,9,9,9,8,depends_same,5,5,5,4,5,It has made my work more productive and time curious.,Made learning more fun for my students,pass,education_training,intermediate_experienced,10_49,40_49,26_50,3_5_years,35_44,ca,woman,,
yes,employed_full_time,yes_daily,4,1,4,6,5,6,4,4,1,2,1,3,5,5,4,2,4,ai_understands_better,1,1,2,1,1,"I feel AI has given me more confidence, particularly when responding to emails that require professionalism as I sometimes struggle to find appropriate wording. It also means I have more time to focus on jobs that require human interaction.",If it were able to help when I am feeling stressed or overwhelmed.,pass,professional_scientific_technical_services,intermediate_experienced,10_49,30_39,11_25,1_2_years,35_44,uk,woman,,
yes,self_employed_freelance,yes_daily,2,2,2,6,1,7,3,6,4,2,2,1,4,5,8,5,6,people_understand_better,3,4,2,3,2,Not at all. I uses AI just as I would use a piece of software like word or photoshop. It's just another tool to help me at work. Nothing more.,"Ai has nothing to do with my ""identity"". My purpose is the same with or without AI.",pass,information_technology_software,owner_founder,just_me,30_39,11_25,3_5_years,45_54,uk,man,,
yes,employed_full_time,yes_weekly,4,4,5,3,2,4,5,4,3,4,4,4,3,3,7,5,6,people_understand_better,3,4,3,4,3,It has no major effect so far as it is not advanced. But there are talks to bring it more to the fore next year. So we shall see,If it was tested more to see if it works correctly.,pass,finance_banking_insurance,manager_team_leader,5000_or_more,30_39,1_10,6_10_years,45_54,ie,man,,
yes,employed_full_time,yes_weekly,5,5,6,7,5,5,6,5,5,6,5,5,5,7,8,6,7,people_understand_better,4,4,3,3,2,It has made me more professional via emails because my emails are always drafted by AI.,It is assisted with customers/students.,pass,education_training,senior_specialist,50_249,30_39,11_25,3_5_years,25_34,uk,man,,
yes,employed_full_time,yes_daily,6,1,5,5,6,5,5,5,4,2,5,6,7,6,6,7,8,people_understand_better,4,4,3,3,5,It helps me productive however it cannot replace what I do as my job requires a high level of accuracy,being able to identify how it could improve productivity,pass,construction_trades,manager_team_leader,250_999,40_49,11_25,6_10_years,35_44,uk,woman,,
yes,employed_full_time,yes_weekly,3,6,6,4,6,5,6,5,5,6,4,6,3,6,6,5,6,people_understand_better,4,3,4,2,4,It decreases my workload,Efficient,pass,information_technology_software,intermediate_experienced,5000_or_more,30_39,11_25,3_5_years,25_34,uk,man,,
yes,employed_part_time,yes_weekly,7,4,2,7,2,4,1,2,2,1,1,7,2,10,9,9,8,people_understand_better,5,5,5,4,5,i guess it helps me with my creative decision and just speeds up some research processes,"i dont know, i dont think i need to improve myself more?",pass,retail_sales_consumer_services,manager_team_leader,10_49,20_29,1_10,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,5,2,7,6,6,6,2,5,5,5,2,2,6,8,8,6,8,people_understand_better,4,4,3,4,4,AI has given me confidence to be able to complete more tasks in the given time frame. It has given me confidence that my work is edited to a high standard. AI has helped me feel a little more in control of my workload.,Using it more often and for a wider variety of tasks,pass,education_training,manager_team_leader,50_249,30_39,11_25,6_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_weekly,6,3,7,7,6,6,5,5,2,5,4,4,3,8,10,9,8,people_understand_better,4,3,5,4,4,"not realy changed me, but has made my job easier .","it will not change my identity, i use ai for calculations",pass,transport_logistics_warehousing,intermediate_experienced,50_249,30_39,1_10,3_5_years,35_44,uk,man,,
yes,self_employed_freelance,yes_weekly,7,6,7,7,3,5,7,4,1,2,1,7,4,10,10,10,9,depends_same,4,4,2,2,1,in no way whatsoever,get me paid more money,pass,media_arts_entertainment,owner_founder,just_me,40_49,1_10,3_5_years,55_65,uk,man,,
yes,employed_part_time,yes_occasionally,2,5,2,3,2,2,5,3,1,1,2,7,5,1,4,2,7,people_understand_better,3,4,2,3,3,"I am a proofreader, so I only use it to confirm my beliefs about grammar/ punctuation etc. It has not changed my sense of who I am.",not possible.,pass,education_training,intermediate_experienced,250_999,20_29,1_10,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,6,6,5,6,5,6,7,7,4,7,7,5,5,8,8,9,8,depends_same,4,4,4,4,4,"AI has encouraged me to think differently about my role at work. I've started to see myself less as the sole source of information and more as someone who curates, interprets, and applies insights that AI tools provide.","I think AI would enhance my sense of identity and purpose at work if it became better at understanding context and values, not just data",pass,finance_banking_insurance,manager_team_leader,50_249,30_39,11_25,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_weekly,7,2,4,5,4,5,6,4,4,7,7,5,3,6,8,2,5,people_understand_better,2,1,3,1,1,AI has been pushed at work and it is a little bit scary - it makes me think whether my role could be depleted.,AI embedded within tasks like admin to svae on time would be great!,pass,education_training,manager_team_leader,1000_4999,50_or_more,11_25,3_5_years,35_44,uk,man,,
yes,employed_part_time,yes_daily,4,5,5,6,6,6,7,5,3,5,2,2,4,6,6,4,6,people_understand_better,4,3,2,3,2,It helps me to deliver to a higher Stan,unsure,pass,government_public_administration,intermediate_experienced,5000_or_more,20_29,11_25,6_10_years,45_54,uk,woman,,
yes,employed_full_time,yes_weekly,6,1,7,6,4,6,1,6,4,2,1,2,4,6,9,7,9,people_understand_better,4,4,3,4,4,"No it hasn't changed who I am, if anything it has helped me be more productive and enabled me to produce quicker and more relevant outputs.",I am not sure but possibly a more personalised AI that can assist me uniquely.,pass,government_public_administration,manager_team_leader,5000_or_more,30_39,11_25,3_5_years,45_54,uk,woman,,
yes,employed_full_time,yes_occasionally,5,2,5,1,2,2,2,3,4,3,3,4,3,8,8,8,7,people_understand_better,4,4,2,3,4,Not at all - I try not to use it where possible.,If it was environmentally friendly.,pass,education_training,manager_team_leader,250_999,30_39,11_25,6_10_years,35_44,uk,woman,,
yes,employed_full_time,yes_daily,5,4,5,5,6,5,5,6,2,3,3,3,5,7,6,5,2,people_understand_better,3,3,2,2,2,Not much but it has made certain tasks easier.,If it was personalised to my style,pass,finance_banking_insurance,senior_specialist,50_249,40_49,11_25,6_10_years,35_44,uk,man,,
yes,employed_full_time,yes_weekly,6,2,6,6,6,6,2,5,2,3,2,2,4,7,7,5,5,people_understand_better,1,1,2,1,2,It has made me realise how slow I can be to get things done,Nothing,pass,nonprofit_community_charity_work,director_executive,2_9,30_39,1_10,6_11_months,55_65,uk,woman,,
yes,employed_full_time,yes_weekly,5,2,6,5,5,5,4,5,3,5,4,3,5,6,8,6,6,depends_same,3,3,3,4,4,AI has helped me to recognize my weaknesses and strengths. I could learn from AI daily.,I would say AI can help me become more accurate in problem decision-making.,pass,health_social_care,director_executive,250_999,40_49,26_50,3_5_years,35_44,ca,woman,,
yes,employed_full_time,no_never,6,4,3,3,4,4,6,1,1,1,1,1,4,9,9,7,9,people_understand_better,3,3,4,3,3,"it has not yet as we do not use it, but I do fear some of my tasks will become obsolete as AI takes over. It makes me worry and I feel more insecure, though I think it will take many years for this to happen in my sector","None, I dislike AI and though it can benefit us, I believe we will overuse it and it will ultimately detrimentally affect us",pass,professional_scientific_technical_services,manager_team_leader,5000_or_more,30_39,0_none,3_5_years,45_54,uk,woman,,
yes,employed_full_time,yes_daily,6,3,6,7,6,7,3,3,2,2,2,2,6,9,8,7,8,people_understand_better,4,3,3,3,3,It hasn't changed the sense of who I am at all. What it has done is given me an extra hand,Track all work and communications to create end of year performance reviews,pass,information_technology_software,manager_team_leader,5000_or_more,less_than_10,1_10,3_5_years,45_54,uk,woman,,
yes,employed_full_time,yes_daily,6,6,4,4,6,5,6,4,1,2,1,1,5,7,7,6,8,people_understand_better,4,4,4,5,3,"Not really. But the thing is, I started a new job this year. Before that, I was doing the exact role but we werent allowed to used any AI. It was seem as cheating. I started this new job, and here it is actually seem as a good thing. So i have been using it everyday ever since, and to be honest, its only to help me with my ideas or organisational skills. I input everything.","Not sure, if and when it will do my work for myseld. Then im done.",pass,marketing_advertising_communications,intermediate_experienced,50_249,30_39,26_50,6_11_months,25_34,uk,woman,,
yes,employed_full_time,yes_daily,5,4,5,6,6,3,4,6,6,6,6,3,6,8,7,7,8,people_understand_better,4,4,3,4,3,it has made me more efficent,give me more direction,pass,mining_energy_utilities,manager_team_leader,250_999,40_49,11_25,1_2_years,35_44,uk,man,,
yes,employed_part_time,yes_daily,5,5,5,6,6,6,4,5,4,6,6,4,5,8,8,8,8,people_understand_better,4,4,4,3,3,"Not so much, it has made me a lot lazier though",I can't think of any,pass,information_technology_software,senior_specialist,10_49,30_39,26_50,6_11_months,25_34,uk,man,,
yes,employed_full_time,yes_daily,5,3,5,6,6,6,4,5,4,6,3,3,5,9,9,7,8,people_understand_better,4,4,4,4,4,I find I am more of a data researcher in terms of finding information to assist guests and find the best solutions,If AI use expanded to be more guest friendly in terms of preferences for each customer based on history,pass,hospitality_food_tourism,manager_team_leader,5000_or_more,40_49,26_50,6_10_years,55_65,us,man,,
yes,employed_full_time,yes_daily,6,4,6,7,7,5,6,7,7,5,7,7,5,7,8,6,9,people_understand_better,4,4,5,3,3,It has simplified my life and made my work load easier,Just keep updating it so that it always knows and understands the questions it is being asked,pass,education_training,manager_team_leader,50_249,40_49,26_50,more_than_10_years,35_44,uk,woman,,
yes,self_employed_freelance,yes_weekly,5,6,5,5,6,6,7,6,2,5,5,2,6,8,9,8,7,people_understand_better,4,4,4,5,4,AI is slowly taking over my job and making me feel undermined and that I will soon be obselete,If AI could be used as an assisstant instead of the teacher then I could keep my job.,pass,education_training,intermediate_experienced,just_me,20_29,1_10,6_10_years,55_65,uk,woman,,
yes,employed_full_time,yes_weekly,2,2,2,6,4,6,2,4,4,4,2,4,5,5,8,7,8,people_understand_better,2,2,2,1,2,did not change my sense of who I am,"AI has nothing to do with my identity, it is just a tool I use to make my work easier",pass,retail_sales_consumer_services,intermediate_experienced,5000_or_more,30_39,11_25,6_10_years,25_34,uk,prefer_not_to_say,,
yes,employed_full_time,yes_daily,5,2,5,6,6,5,2,7,5,6,6,2,6,7,7,5,8,ai_understands_better,3,2,2,1,1,"It has helped me be more productive, allowing me to work on more complex tasks while AI does the routine stuff effortlessly and easily.","Nothing, it has aided my work well.",pass,retail_sales_consumer_services,manager_team_leader,5000_or_more,50_or_more,11_25,more_than_10_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,6,2,6,7,6,5,4,6,5,6,3,4,5,8,9,7,6,people_understand_better,3,4,4,3,2,"it hasn't changed me at all but i feel it was needed at least for me. it depends really how you use it. ideas are still mine and it's just i can work quicker now, so it's helpful rather than being an enemy.","can't think of any to be honest. maybe, knowing how to use it and then making it freely available for everyone to use.",pass,education_training,intermediate_experienced,1000_4999,30_39,0_none,1_2_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,6,3,4,6,6,5,6,4,4,6,3,5,5,7,9,6,6,ai_understands_better,4,3,3,3,2,AI has given me the confidence to be able to perform my job and do it well,better and clearer response options,pass,hospitality_food_tourism,manager_team_leader,1000_4999,30_39,26_50,3_5_years,25_34,uk,man,,
yes,employed_full_time,yes_occasionally,2,1,4,7,4,4,1,2,1,1,1,1,4,5,5,5,7,people_understand_better,4,4,4,4,2,"It hasn't had any impact. It can be a useful tool, but doesn't affect who I am.",Nothing,pass,finance_banking_insurance,senior_specialist,5000_or_more,30_39,1_10,3_5_years,55_65,uk,man,,
yes,employed_full_time,yes_daily,7,1,7,7,7,7,1,4,1,5,4,3,7,10,10,8,10,depends_same,3,4,4,4,4,A.I has not changed anything in this respect. It simply provides quick accurate areas of information when needed.,Faster and more knowledgeable in general.,pass,construction_trades,intermediate_experienced,50_249,30_39,1_10,more_than_10_years,55_65,uk,man,,
yes,employed_full_time,yes_daily,5,2,4,6,6,4,1,3,5,4,3,3,4,5,5,6,5,people_understand_better,4,2,3,3,3,AI has made me more efficient. I can focus on my complex tasks because I use AI to help write emails and aggregate data.,I would develop AI to help me with more complex and deep thinking type decisions.,pass,professional_scientific_technical_services,manager_team_leader,5000_or_more,40_49,1_10,6_10_years,35_44,us,man,,
yes,employed_full_time,yes_daily,5,3,6,5,4,5,2,5,6,5,5,4,5,8,10,8,7,people_understand_better,5,4,5,5,4,"It has pushed me to think of myself less as someone who must personally produce every answer or solution, and more as someone who orchestrates information, tools, and perspectives",make it average,pass,finance_banking_insurance,manager_team_leader,50_249,50_or_more,26_50,more_than_10_years,45_54,uk,woman,,
