consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,6151556ef73ba765c7ff55f6,Employed full-time,3,7,4,7,7,5,6,6,4,3,5,4,4,5,7,8,9,8,It depends / about the same,4,5,4,5,5,Its made be able to better articulate myself by running messages through it re-writing etc.. I feel my messages now are more professional and of a better tone then before.  ,"make it free, i.e i would use it longer at work without all the limits. I have teh free version",Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),250-999 people,40-49 hours,26-50%,3-5 years,35-44,UK,Man
1,66d40c57f897feb5421947d4,Employed full-time,1,1,2,5,7,7,5,2,4,5,5,2,2,5,2,7,3,6,It depends / about the same,1,2,1,1,3,"AI has not changed a sense of who I am at work, but it has been a great tool to help enhance my work.",Being able to answer things more naturally.,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),10-49 people,40-49 hours,1-10%,3-5 years,35-44,Canada,Man
1,56b78f11e77ebe000cbefe79,Employed part-time,1,6,2,6,6,4,6,5,5,4,3,2,3,6,7,9,8,8,People who know me understand me better than AI does,2,4,1,0,4,"
It hasn't but use is minimal at the moment.",I can't think of anything but quoting sources would help me to use the extra information it can give me.,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),"5,000 or more people",20-29 hours,1-10%,More than 10 years,55-65,UK,Woman
1,67448035804444614abdcc6c,Employed full-time,3,6,6,5,6,7,5,3,5,6,5,6,2,5,8,7,8,9,AI systems understand me better than people I work with,4,4,4,4,4,"well, i see tasks as less difficult because i have ai to help out fully or half way.",getting tasks done faster than it already is,Agree,Health & Social Care,Manager / Team leader (supervises others),50-249 people,30-39 hours,1-10%,1-2 years,25-34,UK,Man
1,599f00c54d25e800012fc9a6,Employed full-time,1,2,2,4,6,4,5,2,3,1,1,1,2,4,4,8,7,8,People who know me understand me better than AI does,4,4,4,3,4,AI hasn't change my sense of who I am at work at all.,The capacity for an AI to check and correct my mistakes in real time.,Agree,"Media, Arts & Entertainment","Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,1-10%,More than 10 years,35-44,UK,Man
1,63ed0392b8b24c34aaf26310,Employed part-time,2,3,1,7,7,7,5,3,3,1,1,1,1,4,10,10,6,8,It depends / about the same,2,2,0,0,2,Ai has given me a sense of improvement in myself at work my work has got better and gets done quicker,not sure,Agree,"Transport, Logistics & Warehousing",Owner / Founder (runs or owns the business),2-9 people,Fewer than 10 hours,11-25%,6-10 years,45-54,UK,Woman
1,5b3b3de3c49ecb00010a92d9,Employed full-time,3,7,2,6,5,6,4,3,5,5,6,6,5,4,1,7,3,5,People who know me understand me better than AI does,3,2,3,1,3,It has given me more confidence as I can get feedback more easily on what I am producing. It also broadens my thinking.,"If it was able to integrate into Teams, so I could use it to help field the queries I receive.",Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,1-10%,3-5 years,35-44,UK,Woman
1,661149a91b7fad3a3d2caf0c,Employed full-time,3,7,2,6,7,7,7,2,7,6,6,6,6,6,9,9,4,9,People who know me understand me better than AI does,4,4,3,3,4,"AI has made me more productive and better at managing my time. It helps me organise tasks, find information faster, and focus on the parts of my work that really need my attention instead of getting stuck on repetitive or time-consuming details.","if AI could better understand my students' individual needs and learning styles, it would strengthen my sense of purpose as a teacher by helping me give more personaliz\sed and meaningful support to each student",Agree,Education & Training,Manager / Team leader (supervises others),10-49 people,30-39 hours,26-50%,6-10 years,25-34,UK,Woman
1,63e59ee5226fa6bbe1be8ecf,Employed full-time,2,7,1,7,7,6,6,2,7,2,6,1,1,7,9,9,9,9,People who know me understand me better than AI does,5,4,5,5,5,AI has not changed my sense of who I am at work,AI just being better in general would improve my identity and purpose at work,Agree,Information Technology & Software,Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,1-2 years,18-24,Australia,Man
1,676ef640250de1d8b3e57d96,Employed part-time,2,4,5,3,4,6,7,5,4,4,6,5,4,3,7,8,8,8,People who know me understand me better than AI does,4,3,3,4,4,AI has become more predominant in my work as of recent. We use AI to improve accuracy and speed with site planning (construction). AI has helped us analyze terrain and look up local zoning laws with incredible speed and accuracy. We all worry that it will eventually replace us of course but it definitely has its positives. The benefits in my opinion outweigh the negatives but with proper regulation from the government I believe we can move forward in a positive way.,"Proper regulation from the government would help me trust AI and want to use it a lot more. If I can get some job security from my work and not have to worry about losing my job due to AI, I would feel a whole lot better. I would also feel safer if the data is not sold to millions of companies, essentially breaking any sort of privacy we have.",Agree,Construction & Trades,Manager / Team leader (supervises others),2-9 people,30-39 hours,26-50%,6-10 years,25-34,US,Man
1,67efff15d138ad222c1f8bc7,Employed full-time,3,6,5,6,5,5,5,6,6,5,6,6,3,5,6,7,6,7,People who know me understand me better than AI does,3,3,3,2,3,Ai can get work done fast but need to think more because all other competitor do that. I also need to verify everything is correct or not. ,More accurate ,Agree,Information Technology & Software,Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,3-5 years,25-34,Canada,Woman
1,66959cf50e37b3130e0aeab4,Employed part-time,2,5,4,5,5,5,5,5,7,4,6,5,3,6,8,7,7,6,People who know me understand me better than AI does,4,4,4,4,3,I don't think it has changed me but it has made work easier and faster,Remaining ethical and presenting reliable information,Agree,"Retail, Sales & Consumer Services","Senior specialist (highly experienced, no direct reports)",10-49 people,20-29 hours,11-25%,1-2 years,25-34,UK,Man
1,66784c32524d51faa546901b,Employed full-time,3,6,2,6,6,5,5,1,5,4,4,4,2,5,5,8,8,7,It depends / about the same,4,4,4,4,4,It hasn't it has helped me be quicker with certain tasks ,Give me more time,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),"1,000-4,999 people",40-49 hours,1-10%,More than 10 years,45-54,UK,Man
1,67356f7cf6ff16fe3322a837,Employed full-time,3,7,1,7,7,7,7,1,7,6,7,7,1,7,9,9,9,8,It depends / about the same,5,5,5,4,5,It has made my work more productive and time curious.,Made learning more fun for my students,Agree,Education & Training,Intermediate / Experienced (non-management professional),10-49 people,40-49 hours,26-50%,3-5 years,35-44,Canada,Woman
1,6762e3d80af1b3f2a2c3895a,Employed full-time,3,4,1,4,6,5,6,4,4,1,2,1,3,5,5,4,2,4,AI systems understand me better than people I work with,1,1,2,0,1,"I feel AI has given me more confidence, particularly when responding to emails that require professionalism as I sometimes struggle to find appropriate wording. It also means I have more time to focus on jobs that require human interaction. ",If it were able to help when I am feeling stressed or overwhelmed. ,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,11-25%,1-2 years,35-44,UK,Woman
1,62e02b26e879244a99e852fa,Self-employed / freelance,3,2,2,2,6,1,7,3,6,4,2,2,1,4,5,8,5,6,People who know me understand me better than AI does,3,4,2,3,2,Not at all. I uses AI just as I would use a piece of software like word or photoshop. It's just another tool to help me at work. Nothing more. ,"Ai has nothing to do with my ""identity"". My purpose is the same with or without AI.",Agree,Information Technology & Software,Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,11-25%,3-5 years,45-54,UK,Man
1,5ec96e3609117f0a67231842,Employed full-time,2,4,4,5,3,2,4,5,4,3,4,4,4,3,3,7,5,6,People who know me understand me better than AI does,3,4,3,4,3,It has no major effect so far as it is not advanced. But there are talks to bring it more to the fore next year. So we shall see ,If it was tested more to see if it works correctly.,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,1-10%,6-10 years,45-54,Ireland,Man
1,62714f1a980371802eccdfd3,Employed full-time,2,5,5,6,7,5,5,6,5,5,6,5,5,5,7,8,6,7,People who know me understand me better than AI does,4,4,3,3,2,It has made me more professional via emails because my emails are always drafted by AI. ,It is assisted with customers/students.,Agree,Education & Training,"Senior specialist (highly experienced, no direct reports)",50-249 people,30-39 hours,11-25%,3-5 years,25-34,UK,Man
1,5d8e154af2858200171fdb95,Employed full-time,3,6,1,5,5,6,5,5,5,4,2,5,6,7,6,6,7,8,People who know me understand me better than AI does,4,4,3,3,5,It helps me productive however it  cannot replace what I do as my job requires a high level of accuracy,being able to identify how it could improve productivity,Agree,Construction & Trades,Manager / Team leader (supervises others),250-999 people,40-49 hours,11-25%,6-10 years,35-44,UK,Woman
1,660a6b953836d16312814993,Employed full-time,2,3,6,6,4,6,5,6,5,5,6,4,6,3,6,6,5,6,People who know me understand me better than AI does,4,3,4,2,4,It decreases my workload,Efficient ,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,11-25%,3-5 years,25-34,UK,Man
1,5e3ddcf95556b204cb143eab,Employed part-time,2,7,4,2,7,2,4,1,2,2,1,1,7,2,10,9,9,8,People who know me understand me better than AI does,5,5,5,4,5,i guess it helps me with my creative decision and just speeds up some research processes,"i dont know, i dont think i need to improve myself more?",Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),10-49 people,20-29 hours,1-10%,3-5 years,25-34,UK,Woman
1,59ff1a23f2e3460001eda6d5,Employed full-time,3,5,2,7,6,6,6,2,5,5,5,2,2,6,8,8,6,8,People who know me understand me better than AI does,4,4,3,4,4,AI has given me confidence to be able to complete more tasks in the given time frame. It has given me confidence that my work is edited to a high standard. AI has helped me feel a little more in control of my workload. ,Using it more often and for a wider variety of tasks,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,30-39 hours,11-25%,6-10 years,25-34,UK,Woman
1,62d59ea45bc8c9a1917fff5c,Employed full-time,2,6,3,7,7,6,6,5,5,2,5,4,4,3,8,10,9,8,People who know me understand me better than AI does,4,3,5,4,4,"not realy changed me, but has made my job easier .","it will not change my identity, i use ai for calculations ",Agree,"Transport, Logistics & Warehousing",Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,1-10%,3-5 years,35-44,UK,Man
1,664210d130f00f2eb49d90fc,Self-employed / freelance,2,7,6,7,7,3,5,7,4,1,2,1,7,4,10,10,10,9,It depends / about the same,4,4,2,2,1,in no way whatsoever,get me paid more money,Agree,"Media, Arts & Entertainment",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),40-49 hours,1-10%,3-5 years,55-65,UK,Man
1,67606663e5ad15d60ffeb222,Employed part-time,1,2,5,2,3,2,2,5,3,1,1,2,7,5,1,4,2,7,People who know me understand me better than AI does,3,4,2,3,3,"I am a proofreader, so I only use it to confirm my beliefs about grammar/ punctuation etc. It has not changed my sense of who I am.",not possible.,Agree,Education & Training,Intermediate / Experienced (non-management professional),250-999 people,20-29 hours,1-10%,3-5 years,25-34,UK,Woman
1,66598d6e838231ffe9e1613b,Employed full-time,3,6,6,5,6,5,6,7,7,4,7,7,5,5,8,8,9,8,It depends / about the same,4,4,4,4,4,"AI has encouraged me to think differently about my role at work. I've started to see myself less as the sole source of information and more as someone who curates, interprets, and applies insights that AI tools provide.","I think AI would enhance my sense of identity and purpose at work if it became better at understanding context and values, not just data",Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),50-249 people,30-39 hours,11-25%,3-5 years,25-34,UK,Woman
1,6086a11397234e7f83e4e793,Employed full-time,2,7,2,4,5,4,5,6,4,4,7,7,5,3,6,8,2,5,People who know me understand me better than AI does,2,1,3,1,1,AI has been pushed at work and it is a little bit scary - it makes me think whether my role could be depleted.,AI embedded within tasks like admin to svae on time would be great!,Agree,Education & Training,Manager / Team leader (supervises others),"1,000-4,999 people",50 hours or more,11-25%,3-5 years,35-44,UK,Man
1,6767e7f3e5207336bfda8591,Employed part-time,3,4,5,5,6,6,6,7,5,3,5,2,2,4,6,6,4,6,People who know me understand me better than AI does,4,3,2,3,2,It helps me to deliver to a higher Stan ,unsure ,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"5,000 or more people",20-29 hours,11-25%,6-10 years,45-54,UK,Woman
